category,商品名称,平均评分,评价次数,images,ssid,型号,上市时间_年,零售价_元,重量_kg,品牌,颜色,镜头焦距_mm,外形尺寸_cm,对焦马达,光圈叶片_片,防尘防雨,最近对焦距离_cm,最大放大倍率_倍,镜头类型,镜头卡口,画幅,最大光圈_F,最小光圈_F
镜头,富士 XF 56mm F1.2 R WR 定焦镜头,4.0,20,"[{'thumb': 'https://m.media-amazon.com/images/I/412FQqzELFL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/412FQqzELFL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71h5giGojgL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41ni5qbWE4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ni5qbWE4L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/7134CH0QwqL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31uskZLXXhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31uskZLXXhL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61Sqql5Z6OL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/313aDgKALuL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/313aDgKALuL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/613W6qz4d4L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51GfdqoYdJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GfdqoYdJL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71rbwr8t3pL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41+TmFU1zYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+TmFU1zYL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71rz8aQ60rL._AC_SL1500_.jpg'}]",B0BCR4STVP,Fujinon XF56mmF1.2 R WR,2022,7999,0.44,富士,黑色,56,7.3x7.3x7.6,线性马达（LM）,9,True,50,0.1,定焦镜头,富士X卡口,APS-C,1.2,16.0
镜头,富士 XF 50-140mm F2.8 R LM OIS WR 变焦镜头,4.6,357,"[{'thumb': 'https://m.media-amazon.com/images/I/41oc6QqKEdL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41oc6QqKEdL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81AjJZoDK8L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41VFEXxS86L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VFEXxS86L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91NcIxOChyL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41giRje6wqL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41giRje6wqL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81Oo3A5+DWL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/413-2pmD2SL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/413-2pmD2SL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81tYWUnszgL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41aimwQU1hL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41aimwQU1hL._AC_.jpg', 'variant': 'PT09', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51K7VDYL88L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51K7VDYL88L._AC_.jpg', 'variant': 'PT10', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/318itIFCmAL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/318itIFCmAL._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71hSA5qTrBL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51SOR1AmgcL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51SOR1AmgcL._AC_.jpg', 'variant': 'AW02', 'hi_res': 'https://m.media-amazon.com/images/I/71U0ffl29+L._AC_SL1500_.jpg'}]",B0B31DRP4Z,Fujinon XF50-140mmF2.8 R LM OIS WR,2014,10999,0.99,富士,黑色,50-140,17.5x8.2x8.2,线性马达（LM）,7,True,100,0.12,变焦镜头,富士X卡口,APS-C,2.8,22.0
镜头,富士 XF 35mm F1.4 R 定焦镜头,4.7,518,"[{'thumb': 'https://m.media-amazon.com/images/I/41CtvlycqXL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41CtvlycqXL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71lwE7xCptL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/419PtM5NDNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/419PtM5NDNL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81nAzvwZlTL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51R5fud+aZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51R5fud+aZL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81ufw9tp6xL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41csoIDLibL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41csoIDLibL._AC_.jpg', 'variant': 'PT04', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41iO8+Tp4qL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41iO8+Tp4qL._AC_.jpg', 'variant': 'PT06', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41szI2ZfB3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41szI2ZfB3L._AC_.jpg', 'variant': 'PT07', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/4123KylnzxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4123KylnzxL._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/61H806DeYgL._AC_SL1307_.jpg'}]",B093GS5QPT,Fujinon XF35mmF1.4 R,2012,3999,0.19,富士,黑色,35,6.5x6.5x5.5,微型DC马达,7,False,28,0.17,定焦镜头,富士X卡口,APS-C,1.4,16.0
镜头,富士 XF 50mm F1.0 R WR 定焦镜头,4.6,52,"[{'thumb': 'https://m.media-amazon.com/images/I/41oOv1CpdNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41oOv1CpdNL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81uh3Wlp1bL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Kc1zjZQiL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Kc1zjZQiL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81PHIwXGZsL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/316SPj68KEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/316SPj68KEL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/712rAtQ0SyL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41hW44mCp-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41hW44mCp-L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/719wFHvMxqL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41zA8kep7nL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41zA8kep7nL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71MvLxoeqeL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/418qGct6KRL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/418qGct6KRL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71c4tACmoyL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Vm7IeGicL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Vm7IeGicL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71MM6Fh62DL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51MzB-+DnOL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51MzB-+DnOL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/81T1-9gWXxL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Tg6KkiK+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Tg6KkiK+L._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/81ynE5o8EyL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41-AaZhh7wL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41-AaZhh7wL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/71r-IX9xMKL._AC_SL1500_.jpg'}]",B08GQ9LRJR,Fujinon XF50mmF1.0 R WR,2020,10990,0.84,富士,黑色,50,10.3x8.5x8.5,微型DC马达,9,True,70,0.08,定焦镜头,富士X卡口,APS-C,1.0,16.0
镜头,富士 XF 50mm F2 R WR 定焦镜头,4.7,248,"[{'thumb': 'https://m.media-amazon.com/images/I/51jdWu74KvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jdWu74KvL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Avwt3pMwL._AC_SL1458_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51j0FlKVJTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51j0FlKVJTL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81BMQI+ckSL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41sxJqpVnNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41sxJqpVnNL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81X7pTfxc6L._AC_SL1500_.jpg'}]",B073S8FYTH,Fujinon XF50mmF2 R WR,2017,3499,0.32,富士,黑色,50,6.0x6.0x5.9,步进马达（STM）,9,True,39,0.15,定焦镜头,富士X卡口,APS-C,2.0,16.0
镜头,富士 XF 150-600mm F5.6-8 R LM OIS WR 变焦镜头,4.4,34,"[{'thumb': 'https://m.media-amazon.com/images/I/31RuXarr-yL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RuXarr-yL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61ju4LZRd3L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/313-c5TRddL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/313-c5TRddL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61g4AA5GcTL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31+IJ4Z4OcL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31+IJ4Z4OcL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61zU1nuZimL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31O02zZt6lL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31O02zZt6lL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61MuZu5HhAL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/313VhC+heSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/313VhC+heSL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61F2haDViXL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31YhYo8-Z1L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31YhYo8-Z1L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61dkVZXmhGL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31yAX59qWOL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31yAX59qWOL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61yYi9UJjDL._AC_SL1500_.jpg'}]",B0B2J6YKSH,Fujinon XF150-600mmF5.6-8 R LM OIS WR,2022,12999,2.4,富士,黑色,150-600,31.4x9.9x9.9,线性马达（LM）,9,True,240,0.24,变焦镜头,富士X卡口,APS-C,5.6,22.0
镜头,富士 XF 80mm F2.8 R LM OIS WR Macro 微距镜头,4.6,85,"[{'thumb': 'https://m.media-amazon.com/images/I/41YtJciwO-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41YtJciwO-L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81cB-2OCVzL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41fFkKLwk-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41fFkKLwk-L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61mbg8qt7AL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31blwmIgzYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31blwmIgzYL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/713R7ylxddL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21S88-GWpEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21S88-GWpEL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61D5qXR7j9L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21amdeB74bL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21amdeB74bL._AC_.jpg', 'variant': 'PT12', 'hi_res': None}]",B077VZ4H5G,Fujinon XF80mmF2.8 R LM OIS WR Macro,2017,7999,0.75,富士,黑色,80,13.0x7.8x7.8,线性马达（LM）,9,True,25,1.0,定焦镜头,富士X卡口,APS-C,2.8,22.0
镜头,富士 XF 55-200mm F3.5-4.8 R LM OIS 变焦镜头,4.6,464,"[{'thumb': 'https://m.media-amazon.com/images/I/41cpd+s5DBL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41cpd+s5DBL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81GhASxQ7LL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51X7JZhug3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51X7JZhug3L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81KlDXka2BL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41bplcOc0ML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bplcOc0ML._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71+U6Wk4g-L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41brNynwgaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41brNynwgaL._AC_.jpg', 'variant': 'PT03', 'hi_res': None}]",B00CNZTPGA,Fujinon XF55-200mmF3.5-4.8 R LM OIS,2013,4999,0.58,富士,黑色,55-200,11.8x7.5x7.5,线性马达（LM）,7,False,110,0.18,变焦镜头,富士X卡口,APS-C,3.5,22.0
镜头,富士 XF 18mm F2 R 定焦镜头,4.3,221,"[{'thumb': 'https://m.media-amazon.com/images/I/419I-0Uhy7L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/419I-0Uhy7L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71YnoLOAkFL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31AuHxDsCBL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31AuHxDsCBL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71fe57DLUTL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51GAh7gWjaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GAh7gWjaL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81Tv6+ThCnL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/514mTn7UDzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/514mTn7UDzL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/91S0cmxSZvL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Qaz4vOVfL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Qaz4vOVfL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81cXIA+xNwL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41BvoBiF-rL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41BvoBiF-rL._AC_.jpg', 'variant': 'PT99', 'hi_res': 'https://m.media-amazon.com/images/I/71nVQt1mF+L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51vLAVff+lL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51vLAVff+lL._AC_.jpg', 'variant': 'AW01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41jLoZ3wb3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jLoZ3wb3L._AC_.jpg', 'variant': 'AW02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51qCVFxmAwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51qCVFxmAwL._AC_.jpg', 'variant': 'AW03', 'hi_res': 'https://m.media-amazon.com/images/I/61n5FioObUL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41IOsKMwCFL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41IOsKMwCFL._AC_.jpg', 'variant': 'AW04', 'hi_res': None}]",B0BB7QTXX8,Fujinon XF18mmF2 R,2012,3999,0.12,富士,黑色,18,6.4x6.4x4.1,步进马达（STM）,7,False,18,0.14,定焦镜头,富士X卡口,APS-C,2.0,16.0
镜头,富士 XF 56mm F1.2 R 定焦镜头,4.6,366,"[{'thumb': 'https://m.media-amazon.com/images/I/41Dpq-6fQ8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Dpq-6fQ8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Z31F6esEL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41ktu9Uc7JL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ktu9Uc7JL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/613gZjICCoL._AC_SL1085_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41gYXpsNzXL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41gYXpsNzXL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41ymlOCXB3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ymlOCXB3L._AC_.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41rYdyYQacL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rYdyYQacL._AC_.jpg', 'variant': 'PT04', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41tUbKs8NeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41tUbKs8NeL._AC_.jpg', 'variant': 'PT05', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51Q0+o6zSsL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Q0+o6zSsL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/613d0-dP14L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31P1+PGd08L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31P1+PGd08L._AC_.jpg', 'variant': 'PT07', 'hi_res': None}]",B00HK8Z9AG,Fujinon XF56mmF1.2 R,2014,6999,0.4,富士,黑色,56,7.3x7.3x6.9,微型DC马达,7,False,70,0.09,定焦镜头,富士X卡口,APS-C,1.2,16.0
镜头,富士 XF 16-55mm F2.8 R LM WR 变焦镜头,4.7,311,"[{'thumb': 'https://m.media-amazon.com/images/I/51rnj0yC7gL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rnj0yC7gL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81lEkhzQ-9L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41cyYk7yX+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41cyYk7yX+L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81QXWX6Sk6L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Q08XDyd2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Q08XDyd2L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/91a-2ehRa6L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4192iH6c1QL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4192iH6c1QL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81PZHgfRacL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31TEfKZoW6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31TEfKZoW6L._AC_.jpg', 'variant': 'PT75', 'hi_res': 'https://m.media-amazon.com/images/I/514RioeX-3L._AC_SL1300_.jpg'}]",B00RSQTDMA,Fujinon XF16-55mmF2.8 R LM WR,2015,7999,0.65,富士,黑色,16-55,8.3x8.3x10.6,线性马达（LM）,9,True,30,0.16,变焦镜头,富士X卡口,APS-C,2.8,22.0
镜头,富士 XF 23mm F1.4 R LM WR 定焦镜头,4.6,34,"[{'thumb': 'https://m.media-amazon.com/images/I/41rQg2pP2HL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rQg2pP2HL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71GD8bAUMdL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41OPZcMvNcL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41OPZcMvNcL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71ENggudw1L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41brw7xKS2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41brw7xKS2L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61QpjWTr85L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51+WJn909UL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51+WJn909UL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81wWgFZi7gL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41WQkWQ70jL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41WQkWQ70jL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/81cN++Noi7L._AC_SL1500_.jpg'}]",B09DTKDNMX,Fujinon XF23mmF1.4 R LM WR,2021,6999,0.08,富士,黑色,23,7.8x7.8x7.7,线性马达（LM）,9,True,19,0.2,定焦镜头,富士X卡口,APS-C,1.4,16.0
镜头,富士 XF 18-120mm F4 LM PZ WR 变焦镜头,4.0,3,"[{'thumb': 'https://m.media-amazon.com/images/I/31-9Xvs0W8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31-9Xvs0W8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71zHnC0DDdL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31XEf7-ZlxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31XEf7-ZlxL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61C7iV8BP5L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31FTk5QTCdL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31FTk5QTCdL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71x-yp-MWXL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31zdJYtEseL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31zdJYtEseL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61TuYPBPv4L._AC_SL1500_.jpg'}]",B0B2HWW749,Fujinon XF18-120mmF4 LM PZ WR,2022,7999,0.47,富士,黑色,18-120,12.3x7.7x7.7,线性马达（LM）,7,True,60,0.2,变焦镜头,富士X卡口,APS-C,4.0,22.0
